ClassQualifiedName,CBO,CYCLO,DIT,ELOC,FanIn,LCOM,LOC,LOCNAMM,NMNOPARAM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,Complex_Class,Large_Class,Spaghetti_Code,project_name
org.apache.solr.analysis.DutchStemFilterFactory,3,3,2,12,3,1,12,12,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.EdgeNGramFilterFactory,4,4,2,23,9,0,23,23,0,3,0,2,2,0,0,0,7,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.EdgeNGramTokenizerFactory,4,4,2,23,9,0,23,23,0,3,0,2,2,0,0,0,7,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ElisionFilterFactory,7,7,2,23,9,0,23,23,0,1,0,2,2,0,0.5,0,8,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.EnglishMinimalStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.EnglishPorterFilterFactory,9,9,2,27,9,1,27,27,0,2,0,3,3,1,0.3333333333333333,0,6.333333333333333,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.EnglishPossessiveFilterFactory,3,3,2,13,0,1,13,13,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.FSTSynonymFilterFactory,27,27,2,96,1,9,96,96,0,2,0,6,6,0,0.16666666666666666,0,15.666666666666666,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.FinnishLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.FrenchLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.FrenchMinimalStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.FrenchStemFilterFactory,3,3,2,12,3,1,12,12,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GalicianMinimalStemFilterFactory,2,2,2,8,3,0,8,8,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GalicianStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GermanLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GermanMinimalStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GermanNormalizationFilterFactory,4,4,2,11,3,1,11,11,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GermanStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GreekLowerCaseFilterFactory,7,7,2,17,4,3,17,17,1,0,0,3,3,0,0,0,3.6666666666666665,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.GreekStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HTMLStripCharFilterFactory,7,7,2,30,18,0,30,30,0,2,0,2,2,0,0,0,11.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HindiNormalizationFilterFactory,4,4,2,12,5,1,12,12,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HindiStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HungarianLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HunspellStemFilterFactory,8,8,2,45,3,0,45,45,0,7,0,2,2,0,0,0,16.5,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HyphenatedWordsFilter,12,12,2,75,15,0,75,75,3,6,0,4,4,0,0,0,16,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HyphenatedWordsFilterFactory,2,2,2,9,5,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.HyphenationCompoundWordTokenFilterFactory,10,10,2,50,5,0,50,50,0,9,0,3,3,0,0,0,11.333333333333334,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ISOLatin1AccentFilterFactory,5,5,2,16,3,3,16,16,1,0,0,3,3,0,0.3333333333333333,0,3.3333333333333335,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.IndicNormalizationFilterFactory,4,4,2,12,7,1,12,12,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.IndonesianStemFilterFactory,3,3,2,14,5,0,14,14,0,1,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.IrishLowerCaseFilterFactory,4,4,2,11,3,1,11,11,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ItalianLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.JapaneseBaseFormFilterFactory,2,2,2,8,5,0,8,8,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.JapaneseKatakanaStemFilterFactory,5,5,2,17,0,0,17,17,0,2,0,2,2,0,0.5,0,5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.JapanesePartOfSpeechStopFilterFactory,6,6,2,25,4,0,25,25,0,2,0,2,2,0,0,0,9,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.JapaneseReadingFormFilterFactory,3,3,2,14,0,0,14,14,0,2,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.JapaneseTokenizerFactory,12,12,2,44,18,0,44,44,0,5,0,3,3,0,0,0,11.333333333333334,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.KStemFilterFactory,2,2,2,8,3,0,8,8,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.KeepWordFilter,6,6,2,25,16,0,25,25,1,2,0,3,3,0,0,0,5.333333333333333,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.KeepWordFilterFactory,20,20,2,50,7,0,50,47,3,3,0,8,7,0,0.125,0,5.428571428571429,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.KeywordMarkerFilterFactory,9,9,2,27,5,0,27,27,1,3,0,3,3,1,0,0,6,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.KeywordTokenizerFactory,2,2,2,9,13,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LatvianStemFilterFactory,2,2,2,8,3,0,8,8,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LegacyHTMLStripCharFilter,131,131,2,536,27,235,536,533,16,15,0,31,30,1,0.12903225806451613,0,16.766666666666666,131,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LegacyHTMLStripCharFilterFactory,2,2,2,9,0,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LengthFilterFactory,3,3,2,19,7,0,19,19,0,4,0,2,2,2,0,0,4.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LetterTokenizerFactory,3,3,2,13,15,1,13,13,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LimitTokenCountFilterFactory,3,3,2,14,0,0,14,14,0,1,0,2,2,0,0,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LowerCaseFilterFactory,5,5,2,16,62,3,16,16,1,0,0,3,3,0,0.3333333333333333,0,3.3333333333333335,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.LowerCaseTokenizerFactory,5,5,2,18,4,3,18,18,1,0,0,3,3,0,0.6666666666666666,0,4,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.MappingCharFilterFactory,21,21,2,91,6,4,91,91,1,4,0,5,5,0,0,0,16,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.MultiTermAwareComponent,3,3,1,10,23,0,10,10,1,0,0,1,1,0,0,0,4,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.NGramFilterFactory,3,3,2,21,19,0,21,21,0,2,0,2,2,0,0,0,6.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.NGramTokenizerFactory,3,3,2,24,19,0,24,24,0,2,0,2,2,0,0,0,8,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.NorwegianLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.NorwegianMinimalStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.NumericPayloadTokenFilterFactory,3,3,2,16,0,0,16,16,0,2,0,2,2,0,0,0,4,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PathHierarchyTokenizerFactory,7,7,2,54,0,0,54,54,0,4,0,2,2,0,0,0,22,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PatternReplaceCharFilter,15,15,2,64,21,4,64,64,0,4,0,5,5,1,0.2,0,10.6,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PatternReplaceCharFilterFactory,6,6,2,27,6,0,27,27,0,4,0,2,2,0,0,0,8,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PatternReplaceFilter,7,7,2,36,17,0,36,36,1,5,0,2,2,0,0,0,12,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PatternReplaceFilterFactory,7,7,2,37,0,0,37,37,0,3,0,2,2,0,0,0,13.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PatternTokenizer,14,14,2,70,21,0,70,70,2,7,0,4,4,0,0,0,14,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PatternTokenizerFactory,16,16,2,88,11,0,88,88,0,4,0,4,4,2,0,0,19,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PersianCharFilterFactory,4,4,2,12,4,1,12,12,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PersianNormalizationFilterFactory,4,4,2,12,3,1,12,12,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PhoneticFilter,1,1,2,8,28,0,8,8,0,0,0,1,1,0,0,0,3,1,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PhoneticFilterFactory,14,14,2,80,14,0,80,80,0,8,0,4,4,2,0,0,13.75,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PorterStemFilterFactory,2,2,2,9,4,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PortugueseLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PortugueseMinimalStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PortugueseStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.PositionFilterFactory,3,3,2,16,0,0,16,16,0,1,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.RemoveDuplicatesTokenFilter,9,9,2,43,15,1,43,43,2,3,0,3,3,0,0.3333333333333333,0,11.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.RemoveDuplicatesTokenFilterFactory,2,2,2,9,4,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ReverseStringFilterFactory,2,2,2,11,3,0,11,11,0,0,0,1,1,0,1,0,4,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ReversedWildcardFilter,11,11,2,95,17,1,95,95,1,5,0,3,3,0,0.3333333333333333,0,28.333333333333332,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ReversedWildcardFilterFactory,14,14,2,75,12,4,75,72,1,6,0,5,4,0,0,0,15,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.RussianLetterTokenizerFactory,5,5,2,14,7,1,14,14,0,0,0,2,2,0,0,0,4.5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.RussianLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.RussianLowerCaseFilterFactory,5,5,2,13,5,1,13,13,0,0,0,2,2,0,0,0,4,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.RussianStemFilterFactory,3,3,2,12,3,1,12,12,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ShingleFilterFactory,5,5,2,35,27,0,35,35,0,5,0,2,2,0,0,0,12,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SlowSynonymFilter,28,28,2,139,37,1,139,139,3,5,0,7,7,0,0.42857142857142855,0,18.285714285714285,28,0,0,0,1,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SlowSynonymFilterFactory,35,35,2,121,20,30,121,118,1,1,0,9,8,0,0.1111111111111111,0,13.875,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SlowSynonymMap,24,24,1,122,57,8,122,122,4,5,0,8,8,2,0,0,13.125,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SnowballPorterFilterFactory,16,16,2,43,15,0,43,43,0,4,0,3,3,1,0,0,11,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SolrAnalyzer,14,14,2,48,7,13,48,48,0,1,1,6,6,0,0,0,4.666666666666667,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SpanishLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.StandardFilterFactory,3,3,2,13,0,1,13,13,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.StandardTokenizerFactory,3,3,2,17,70,0,17,17,0,1,0,2,2,0,0.5,0,5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.StemmerOverrideFilterFactory,9,9,2,37,5,0,37,37,1,2,0,3,3,0,0,0,9.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.StopFilterFactory,15,15,2,48,24,1,48,45,3,3,0,6,5,0,0.3333333333333333,0,7.2,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SwedishLightStemFilterFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.SynonymFilterFactory,9,9,2,24,39,3,24,24,0,1,0,3,3,0,0,0,6,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.ThaiWordFilterFactory,2,2,2,10,3,0,10,10,0,0,0,1,1,0,1,0,4,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TokenFilterFactory,8,8,1,18,208,3,18,18,1,0,0,3,3,0,0,0,4,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TokenOffsetPayloadTokenFilterFactory,2,2,2,9,0,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TokenizerChain,19,19,2,57,38,0,57,48,4,3,0,8,5,0,0,0,8,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TokenizerFactory,7,7,1,18,351,3,18,18,1,0,0,3,3,0,0,0,4,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TrieTokenizerFactory,3,3,2,18,2,0,18,18,0,2,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TrimFilter,8,8,2,43,15,0,43,43,1,3,0,2,2,0,0,0,17,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TrimFilterFactory,6,6,2,23,4,0,23,23,0,1,0,2,2,0,0,0,7.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TurkishLowerCaseFilterFactory,4,4,2,12,3,1,12,12,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TypeAsPayloadTokenFilterFactory,2,2,2,9,0,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.TypeTokenFilterFactory,12,12,2,40,11,0,40,37,2,3,0,4,3,0,0,0,9.666666666666666,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.UAX29URLEmailTokenizerFactory,3,3,2,17,20,0,17,17,0,1,0,2,2,0,0.5,0,5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.WhitespaceTokenizerFactory,3,3,2,13,43,1,13,13,0,0,0,2,2,0,0.5,0,3.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.WikipediaTokenizerFactory,2,2,2,9,3,0,9,9,0,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.WordDelimiterFilter,62,62,2,487,44,192,487,487,3,34,0,24,24,15,0,0,14.791666666666666,62,0,0,0,1,../../metrics/lucene-3.6.0
org.apache.solr.analysis.WordDelimiterFilterFactory,25,25,2,136,6,11,136,136,0,7,0,6,6,2,0,0,20.5,25,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.analysis.WordDelimiterIterator,40,40,1,236,15,7,236,236,4,14,0,10,10,2,0,0,16.9,40,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.client.solrj.embedded.EmbeddedSolrServer,18,18,2,117,24,0,117,110,2,3,0,6,5,0,0.16666666666666666,0,20,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.client.solrj.embedded.JettySolrRunner,26,26,1,98,32,6,98,98,3,3,0,9,9,0,0.2222222222222222,0,9,26,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.AbstractSolrEventListener,12,12,1,37,3,13,37,37,2,2,2,6,6,0,0,0,5.166666666666667,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.CloseHook,4,4,1,15,13,1,15,15,0,0,0,2,2,0,0,0,5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.Config,89,89,1,273,4309,310,273,255,7,8,1,32,28,1,0.3125,0,8.642857142857142,89,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.CoreContainer,120,120,1,677,80,534,677,656,14,22,0,40,33,0,0.05,0,17.727272727272727,120,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.CoreDescriptor,43,43,1,143,27,95,143,110,12,8,0,19,12,0,0.15789473684210525,0,8,43,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.DirectoryFactory,5,5,1,16,55,3,16,16,0,0,5,3,3,0,0.3333333333333333,0,3.6666666666666665,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.IndexDeletionPolicyWrapper,35,35,1,156,12,54,156,139,4,5,0,13,10,0,0.15384615384615385,0,8.1,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.IndexReaderFactory,7,7,1,29,32,1,29,23,1,1,1,3,2,0,0,0,8.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.JmxMonitoredMap,33,33,2,196,5,0,196,196,1,4,0,6,6,0,0,0,16.833333333333332,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.MMapDirectoryFactory,7,7,2,27,0,0,27,27,0,3,0,2,2,0,0,0,9.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.NIOFSDirectoryFactory,3,3,2,8,0,0,8,8,0,0,0,1,1,0,0,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.PluginInfo,21,21,1,71,130,2,71,71,3,6,0,8,8,5,0,0,7.375,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.QuerySenderListener,9,9,2,48,15,6,48,48,2,0,0,4,4,0,0,0,12,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.RAMDirectoryFactory,15,15,2,46,11,1,46,46,0,1,0,3,3,0,0,1,13.333333333333334,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.RefCntRamDirectory,11,11,2,32,11,9,32,32,5,1,0,6,6,0,0.3333333333333333,0,4.833333333333333,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.RequestHandlers,25,25,1,207,22,0,207,207,1,4,0,7,7,2,0.14285714285714285,0,14,25,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.RunExecutableListener,11,11,2,73,0,8,73,73,1,5,0,5,5,0,0.4,0,12.2,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SimpleFSDirectoryFactory,3,3,2,8,1,0,8,8,0,0,0,1,1,0,0,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrConfig,49,49,2,291,172,114,291,270,8,35,0,17,12,25,0,0,14.5,49,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrCore,305,305,1,1275,492,3228,1275,1215,56,36,0,93,79,3,0.27956989247311825,0,14.987341772151899,305,0,1,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrDeletionPolicy,35,35,1,147,8,34,147,138,3,4,0,12,9,1,0,0,14.11111111111111,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrEventListener,5,5,1,14,45,1,14,14,1,1,0,2,2,0,0,0,4,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrException,5,5,2,21,972,10,21,21,0,0,0,5,5,0,0,0,3,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrInfoMBean,10,10,1,41,86,28,41,37,8,1,0,8,7,1,0,0,4,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrInfoRegistry,2,2,1,9,0,0,9,9,1,0,0,1,1,0,0,0,3,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.SolrResourceLoader,109,109,1,446,151,303,446,428,7,15,0,30,25,1,0.16666666666666666,0,16.12,109,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.StandardDirectoryFactory,3,3,2,8,3,0,8,8,0,0,1,1,1,0,1,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.core.StandardIndexReaderFactory,3,3,2,9,4,0,9,9,0,0,0,1,1,0,1,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.AnalysisRequestHandler,39,39,2,159,27,35,159,159,4,3,0,10,10,1,0,0,14.9,39,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.AnalysisRequestHandlerBase,46,46,2,353,2,53,353,353,0,1,2,11,11,0,0,0,21.636363636363637,46,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.BinaryUpdateRequestHandler,35,35,2,116,2,39,116,116,4,1,0,10,10,0,0,0,14.2,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.CSVRequestHandler,11,11,2,20,3,10,20,20,4,0,0,5,5,0,0,0,3,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.ContentStreamHandlerBase,7,7,2,31,6,1,31,31,0,1,6,2,2,1,0,0,12.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.ContentStreamLoader,7,7,1,19,12,1,19,16,1,1,3,3,2,0,0,0,5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.DisMaxRequestHandler,16,16,2,42,8,15,42,42,5,0,0,6,6,0,0,1,6,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.DocumentAnalysisRequestHandler,41,41,2,210,9,39,210,210,4,4,0,10,10,1,0,0,19.9,41,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.DumpRequestHandler,12,12,2,37,0,10,37,37,4,0,0,5,5,0,0,0,7,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.FieldAnalysisRequestHandler,27,27,2,118,7,28,118,118,4,0,0,8,8,0,0,0,13.875,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.JsonLoader,58,58,2,348,8,0,348,348,5,6,0,12,12,0,0.08333333333333333,0,28.083333333333332,58,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.JsonUpdateRequestHandler,11,11,2,24,1,15,24,24,4,1,0,6,6,1,0,0,3,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.MoreLikeThisHandler,19,19,2,269,5,21,269,269,5,1,0,7,7,0,0,0,18.571428571428573,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.PingRequestHandler,13,13,2,47,5,10,47,47,4,0,0,5,5,0,0,0,8.2,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.solr.handler.ReplicationHandler,146,146,2,934,19,597,934,931,21,59,0,47,46,40,0.14893617021276595,0,17.347826086956523,146,0,0,0,0,../../metrics/lucene-3.6.0
